pipeline_id,source_group,sweep_id,msg_len_bytes,network_delay_ms,packet_loss_pct,cpu_stress_level,N_RAW,P_NOISE,QBER_MAX,SAMPLE_FRAC,LINDBLAD_STEPS,LINDBLAD_TAU,LINDBLAD_GAMMA,success_rate,effective_total_ms_p50,effective_total_ms_p95,wall_clock_total_ms_p50,wall_clock_total_ms_p95,throughput_bytes_per_sec_p50,throughput_bits_per_sec_p50,qber_p50,entropy_score,randomness_score,avalanche_score,leakage_score,attack_score,robustness_score,security_score,latency_ms,throughput_bps,condition_group_id
A6_FULL_HARDENED,ablation_variant,focused,128,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1597.861351,1677.3365656,1597.861351,1677.3365656,80.10707557316718,640.8566045853374,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1597.861351,640.8566045853374,a31cc1c3f8f01e7d
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.06,0.1,0,0.01,0.15,1.0,1565.165856,1586.2002527999998,1565.165856,1586.2002527999998,654.2437634162139,5233.950107329712,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1565.165856,5233.950107329712,07d8fd65ce198650
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.005,0.15,1.0,1649.003283,1764.61173,1649.003283,1764.61173,620.9811772703426,4967.849418162741,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1649.003283,4967.849418162741,99375ddba7c1857a
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1569.498927,1692.2737743,1569.498927,1692.2737743,652.4375279168318,5219.500223334654,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1569.498927,5219.500223334654,6f6c8b45ec93f476
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.005,0.15,1.0,1551.642713,1586.9497148,1551.642713,1586.9497148,659.9457410012662,5279.56592801013,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1551.642713,5279.56592801013,2432916861329049
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.01,0.15,1.0,1699.113848,1740.4758302,1699.113848,1740.4758302,602.6670909694099,4821.336727755279,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1699.113848,4821.336727755279,919847161c2ccca6
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.005,0.15,1.0,1547.320829,1569.0999992000002,1547.320829,1569.0999992000002,661.7890619761056,5294.312495808845,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1547.320829,5294.312495808845,033a15b88c5626ec
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.01,0.15,1.0,1551.896652,1582.228029,1551.896652,1582.228029,659.837753165022,5278.702025320176,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1551.896652,5278.702025320176,0b4f707926e27c34
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.02,0.06,0.1,0,0.01,0.15,1.0,1556.692993,1721.3203126,1556.692993,1721.3203126,657.8047210366033,5262.437768292826,0.0208333333333333,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1556.692993,5262.437768292826,b0f6d1cb044c1bda
A6_FULL_HARDENED,ablation_variant,focused,1024,0.0,0.0,0,1024,0.02,0.08,0.1,0,0.01,0.15,1.0,1743.039628,1797.7153065999998,1743.039628,1797.7153065999998,587.4794718092319,4699.835774473855,0.0,0.8845100863109849,0.75,0.990552105591168,0.0303030303030302,1.0,1.0,0.7382709434770276,1743.039628,4699.835774473855,90300ca6639ff1a4
